tourney_id,tourney_name,surface,draw_size,winner_ht,winner_age,winner_rank,winner_rank_points,winner_ioc
2004-314,Gstaad,Clay,32,185.0,20.977412730999998,62.0,639.0,RUS
2004-314,Gstaad,Clay,32,185.0,22.907597535900003,1.0,5610.0,SUI
2004-317,Amersfoort,Clay,32,183.0,24.7556468172,13.0,1643.0,CHI
2004-317,Amersfoort,Clay,32,185.0,26.2477754962,74.0,520.0,NED
2004-317,Amersfoort,Clay,32,188.0,30.6557152635,139.0,300.0,ESP
2004-317,Amersfoort,Clay,32,193.0,29.582477755,131.0,315.0,GER
2004-317,Amersfoort,Clay,32,196.0,25.697467488,53.0,700.0,NED
2004-317,Amersfoort,Clay,32,175.0,26.1327857632,119.0,349.0,CHI
2004-317,Amersfoort,Clay,32,173.0,24.796714579099998,145.0,290.0,MON
2004-317,Amersfoort,Clay,32,183.0,26.2286105407,61.0,666.0,ESP
2004-317,Amersfoort,Clay,32,175.0,25.8945927447,62.0,656.0,ESP
2004-317,Amersfoort,Clay,32,183.0,24.8651608487,165.0,244.0,AUS
2004-317,Amersfoort,Clay,32,185.0,29.0212183436,89.0,464.0,NED
2004-317,Amersfoort,Clay,32,185.0,20.6598220397,118.0,352.0,COL
2004-317,Amersfoort,Clay,32,185.0,20.9965776865,48.0,744.0,RUS
2004-317,Amersfoort,Clay,32,170.0,25.574264202600002,124.0,335.0,BEL
2004-317,Amersfoort,Clay,32,180.0,26.2559890486,82.0,492.0,ESP
2004-317,Amersfoort,Clay,32,183.0,23.953456536599997,21.0,1205.0,CHI
2004-317,Amersfoort,Clay,32,183.0,24.7556468172,13.0,1643.0,CHI
2004-317,Amersfoort,Clay,32,193.0,29.582477755,131.0,315.0,GER
2004-317,Amersfoort,Clay,32,196.0,25.697467488,53.0,700.0,NED
2004-317,Amersfoort,Clay,32,183.0,26.2286105407,61.0,666.0,ESP
2004-317,Amersfoort,Clay,32,175.0,25.8945927447,62.0,656.0,ESP
2004-317,Amersfoort,Clay,32,185.0,29.0212183436,89.0,464.0,NED
2004-317,Amersfoort,Clay,32,185.0,20.9965776865,48.0,744.0,RUS
2004-317,Amersfoort,Clay,32,183.0,23.953456536599997,21.0,1205.0,CHI
2004-317,Amersfoort,Clay,32,183.0,24.7556468172,13.0,1643.0,CHI
2004-317,Amersfoort,Clay,32,196.0,25.697467488,53.0,700.0,NED
2004-317,Amersfoort,Clay,32,185.0,29.0212183436,89.0,464.0,NED
2004-317,Amersfoort,Clay,32,183.0,23.953456536599997,21.0,1205.0,CHI
2004-317,Amersfoort,Clay,32,196.0,25.697467488,53.0,700.0,NED
2004-317,Amersfoort,Clay,32,183.0,23.953456536599997,21.0,1205.0,CHI
2004-317,Amersfoort,Clay,32,196.0,25.697467488,53.0,700.0,NED
2004-316,Bastad,Clay,32,175.0,25.8754277892,65.0,631.0,ESP
2004-316,Bastad,Clay,32,183.0,22.8309377139,51.0,710.0,ITA
2004-316,Bastad,Clay,32,188.0,23.0718685832,42.0,795.0,GEO
2004-316,Bastad,Clay,32,183.0,26.349075975399998,31.0,910.0,ARG
2004-316,Bastad,Clay,32,185.0,20.2683093771,110.0,364.0,ARG
2004-316,Bastad,Clay,32,193.0,22.0369609856,107.0,378.0,BEL
2004-316,Bastad,Clay,32,185.0,22.9514031485,69.0,570.0,FIN
2004-316,Bastad,Clay,32,183.0,23.934291581100002,22.0,1205.0,CHI
2004-316,Bastad,Clay,32,180.0,22.1793292266,19.0,1250.0,ESP
2004-316,Bastad,Clay,32,193.0,19.8904859685,48.0,745.0,SWE
2004-316,Bastad,Clay,32,188.0,20.637919233399998,40.0,826.0,ESP
2004-316,Bastad,Clay,32,190.0,24.848733744,16.0,1320.0,ARG
2004-316,Bastad,Clay,32,183.0,24.4982888433,142.0,281.0,ESP
2004-316,Bastad,Clay,32,185.0,18.0889801506,60.0,685.0,ESP
2004-316,Bastad,Clay,32,180.0,24.279260780300003,89.0,453.0,FRA
2004-316,Bastad,Clay,32,175.0,25.5715263518,11.0,1700.0,ARG
2004-316,Bastad,Clay,32,175.0,25.8754277892,65.0,631.0,ESP
2004-316,Bastad,Clay,32,183.0,26.349075975399998,31.0,910.0,ARG
2004-316,Bastad,Clay,32,185.0,20.2683093771,110.0,364.0,ARG
2004-316,Bastad,Clay,32,183.0,23.934291581100002,22.0,1205.0,CHI
2004-316,Bastad,Clay,32,193.0,19.8904859685,48.0,745.0,SWE
2004-316,Bastad,Clay,32,190.0,24.848733744,16.0,1320.0,ARG
2004-316,Bastad,Clay,32,185.0,18.0889801506,60.0,685.0,ESP
2004-316,Bastad,Clay,32,175.0,25.5715263518,11.0,1700.0,ARG
2004-316,Bastad,Clay,32,183.0,26.349075975399998,31.0,910.0,ARG
2004-316,Bastad,Clay,32,183.0,23.934291581100002,22.0,1205.0,CHI
2004-316,Bastad,Clay,32,193.0,19.8904859685,48.0,745.0,SWE
2004-316,Bastad,Clay,32,175.0,25.5715263518,11.0,1700.0,ARG
2004-316,Bastad,Clay,32,183.0,26.349075975399998,31.0,910.0,ARG
2004-316,Bastad,Clay,32,175.0,25.5715263518,11.0,1700.0,ARG
2004-316,Bastad,Clay,32,183.0,26.349075975399998,31.0,910.0,ARG
2004-311,Queen's Club,Grass,56,188.0,30.2614647502,64.0,579.0,SVK
2004-311,Queen's Club,Grass,56,196.0,20.1889117043,68.0,566.0,CRO
2004-311,Queen's Club,Grass,56,198.0,33.916495551,70.0,559.0,USA
2004-311,Queen's Club,Grass,56,190.0,22.376454483200003,106.0,379.0,FRA
2004-311,Queen's Club,Grass,56,185.0,31.282683093800003,83.0,485.0,FRA
2004-311,Queen's Club,Grass,56,196.0,25.311430527,108.0,373.0,RSA
2004-311,Queen's Club,Grass,56,185.0,20.900752909,60.0,639.0,RUS
2004-311,Queen's Club,Grass,56,185.0,19.6960985626,177.0,226.0,CAN
2004-311,Queen's Club,Grass,56,180.0,24.2026009582,97.0,433.0,FRA
2004-311,Queen's Club,Grass,56,178.0,27.2142368241,326.0,98.0,GBR
2004-311,Queen's Club,Grass,56,,23.2443531828,277.0,121.0,GBR
2004-311,Queen's Club,Grass,56,175.0,21.853524982899998,128.0,321.0,ESP
2004-311,Queen's Club,Grass,56,190.0,25.237508555799998,239.0,149.0,RSA
2004-311,Queen's Club,Grass,56,180.0,28.427104722800003,99.0,408.0,KOR
2004-311,Queen's Club,Grass,56,183.0,21.6673511294,35.0,865.0,USA
2004-311,Queen's Club,Grass,56,208.0,25.273100616,62.0,621.0,CRO
2004-311,Queen's Club,Grass,56,190.0,30.2368240931,57.0,648.0,SWE
2004-311,Queen's Club,Grass,56,180.0,22.1793292266,79.0,517.0,SVK
2004-311,Queen's Club,Grass,56,180.0,20.010951403099998,129.0,315.0,AUS
2004-311,Queen's Club,Grass,56,198.0,22.8802190281,78.0,522.0,ROU
2004-311,Queen's Club,Grass,56,,22.392881588,866.0,10.0,GBR
2004-311,Queen's Club,Grass,56,185.0,25.5277207392,63.0,590.0,CZE
2004-311,Queen's Club,Grass,56,188.0,31.783709787800003,113.0,352.0,ITA
2004-311,Queen's Club,Grass,56,180.0,20.8158795346,102.0,398.0,TPE
2004-311,Queen's Club,Grass,56,188.0,21.7713894593,2.0,4695.0,USA
2004-311,Queen's Club,Grass,56,196.0,20.1889117043,68.0,566.0,CRO
2004-311,Queen's Club,Grass,56,185.0,31.282683093800003,83.0,485.0,FRA
2004-311,Queen's Club,Grass,56,185.0,24.982888432600003,14.0,1535.0,THA
2004-311,Queen's Club,Grass,56,185.0,20.900752909,60.0,639.0,RUS
2004-311,Queen's Club,Grass,56,180.0,24.2026009582,97.0,433.0,FRA
2004-311,Queen's Club,Grass,56,,23.2443531828,277.0,121.0,GBR
2004-311,Queen's Club,Grass,56,180.0,23.282683093800003,11.0,1700.0,AUS
2004-311,Queen's Club,Grass,56,193.0,27.745379876799998,16.0,1340.0,NED
2004-311,Queen's Club,Grass,56,180.0,28.427104722800003,99.0,408.0,KOR
2004-311,Queen's Club,Grass,56,208.0,25.273100616,62.0,621.0,CRO
2004-311,Queen's Club,Grass,56,180.0,22.1793292266,79.0,517.0,SVK
2004-311,Queen's Club,Grass,56,175.0,26.0260095825,13.0,1665.0,FRA
2004-311,Queen's Club,Grass,56,,22.392881588,866.0,10.0,GBR
2004-311,Queen's Club,Grass,56,185.0,25.5277207392,63.0,590.0,CZE
2004-311,Queen's Club,Grass,56,180.0,20.8158795346,102.0,398.0,TPE
2004-311,Queen's Club,Grass,56,188.0,21.7713894593,2.0,4695.0,USA
2004-311,Queen's Club,Grass,56,185.0,24.982888432600003,14.0,1535.0,THA
2004-311,Queen's Club,Grass,56,185.0,20.900752909,60.0,639.0,RUS
2004-311,Queen's Club,Grass,56,180.0,23.282683093800003,11.0,1700.0,AUS
2004-311,Queen's Club,Grass,56,180.0,28.427104722800003,99.0,408.0,KOR
2004-311,Queen's Club,Grass,56,180.0,22.1793292266,79.0,517.0,SVK
2004-311,Queen's Club,Grass,56,175.0,26.0260095825,13.0,1665.0,FRA
2004-311,Queen's Club,Grass,56,185.0,25.5277207392,63.0,590.0,CZE
2004-311,Queen's Club,Grass,56,188.0,21.7713894593,2.0,4695.0,USA
2004-311,Queen's Club,Grass,56,180.0,23.282683093800003,11.0,1700.0,AUS
2004-311,Queen's Club,Grass,56,180.0,28.427104722800003,99.0,408.0,KOR
2004-311,Queen's Club,Grass,56,175.0,26.0260095825,13.0,1665.0,FRA
2004-311,Queen's Club,Grass,56,188.0,21.7713894593,2.0,4695.0,USA
2004-311,Queen's Club,Grass,56,175.0,26.0260095825,13.0,1665.0,FRA
2004-311,Queen's Club,Grass,56,188.0,21.7713894593,2.0,4695.0,USA
2004-96,Athens Olympics,Hard,64,183.0,24.0492813142,21.0,1220.0,CHI
2004-615,Dusseldorf,Clay,64,190.0,29.155373032199996,14.0,1425.0,CZE
2004-615,Dusseldorf,Clay,64,183.0,24.602327173200003,11.0,1633.0,CHI
2004-615,Dusseldorf,Clay,64,185.0,25.4702258727,59.0,620.0,CZE
2004-615,Dusseldorf,Clay,64,183.0,23.8001368925,16.0,1380.0,CHI
2004-615,Dusseldorf,Clay,64,183.0,26.866529774099998,34.0,1005.0,GER
2004-615,Dusseldorf,Clay,64,183.0,23.8001368925,16.0,1380.0,CHI
2004-615,Dusseldorf,Clay,64,183.0,23.8001368925,16.0,1380.0,CHI
2004-615,Dusseldorf,Clay,64,190.0,29.155373032199996,14.0,1425.0,CZE
2004-615,Dusseldorf,Clay,64,196.0,27.523613963000003,18.0,1350.0,AUS
2004-615,Dusseldorf,Clay,64,196.0,27.523613963000003,18.0,1350.0,AUS
2004-615,Dusseldorf,Clay,64,196.0,27.523613963000003,18.0,1350.0,AUS
2004-615,Dusseldorf,Clay,64,180.0,23.225188227199997,12.0,1525.0,AUS
2004-615,Dusseldorf,Clay,64,180.0,23.225188227199997,12.0,1525.0,AUS
2004-615,Dusseldorf,Clay,64,175.0,25.4373716632,44.0,780.0,ARG
2004-615,Dusseldorf,Clay,64,175.0,25.4373716632,44.0,780.0,ARG
2004-615,Dusseldorf,Clay,64,183.0,26.2149212868,31.0,1030.0,ARG
2004-615,Dusseldorf,Clay,64,196.0,25.5441478439,19.0,1330.0,NED
2005-891,Chennai,Hard,32,190.0,28.3531827515,,,ESP
2005-891,Chennai,Hard,32,188.0,28.8733744011,,,SUI
2005-891,Chennai,Hard,32,185.0,22.9760438056,,,FRA
2005-891,Chennai,Hard,32,190.0,31.7152635181,,,DEN
2005-891,Chennai,Hard,32,180.0,24.7775496235,,,FRA
2005-891,Chennai,Hard,32,175.0,25.3990417522,,,CZE
2005-891,Chennai,Hard,32,188.0,21.5852156057,,,ESP
2005-891,Chennai,Hard,32,175.0,26.611909650900003,,,CHI
2005-891,Chennai,Hard,32,180.0,26.4421629021,,,USA
2005-891,Chennai,Hard,32,178.0,28.925393566100002,,,CZE
2005-891,Chennai,Hard,32,196.0,27.9370294319,,,USA
2005-891,Chennai,Hard,32,183.0,32.7830253251,,,SWE
2005-891,Chennai,Hard,32,180.0,21.3908281999,,,TPE
2005-891,Chennai,Hard,32,193.0,22.5352498289,,,BEL
2005-891,Chennai,Hard,32,173.0,24.7775496235,,,FRA
2005-891,Chennai,Hard,32,185.0,25.5578370979,,,THA
2005-891,Chennai,Hard,32,190.0,28.3531827515,,,ESP
2005-891,Chennai,Hard,32,185.0,22.9760438056,,,FRA
2005-891,Chennai,Hard,32,175.0,25.3990417522,,,CZE
2005-891,Chennai,Hard,32,188.0,21.5852156057,,,ESP
2005-891,Chennai,Hard,32,178.0,28.925393566100002,,,CZE
2005-891,Chennai,Hard,32,196.0,27.9370294319,,,USA
2005-891,Chennai,Hard,32,193.0,22.5352498289,,,BEL
2005-891,Chennai,Hard,32,185.0,25.5578370979,,,THA
2005-891,Chennai,Hard,32,190.0,28.3531827515,,,ESP
2005-891,Chennai,Hard,32,188.0,21.5852156057,,,ESP
2005-891,Chennai,Hard,32,178.0,28.925393566100002,,,CZE
2005-891,Chennai,Hard,32,185.0,25.5578370979,,,THA
2005-891,Chennai,Hard,32,190.0,28.3531827515,,,ESP
2005-891,Chennai,Hard,32,185.0,25.5578370979,,,THA
2005-891,Chennai,Hard,32,190.0,28.3531827515,,,ESP
2005-890,Ho Chi Minh City,Carpet,32,180.0,27.019849418200003,10.0,1727.0,ARG
2005-890,Ho Chi Minh City,Carpet,32,190.0,34.5270362765,97.0,420.0,AUS
2005-890,Ho Chi Minh City,Carpet,32,180.0,29.4209445585,91.0,450.0,GER
2005-890,Ho Chi Minh City,Carpet,32,196.0,26.614647501700002,99.0,411.0,RSA
2005-890,Ho Chi Minh City,Carpet,32,183.0,33.5112936345,93.0,438.0,SWE
2005-890,Ho Chi Minh City,Carpet,32,173.0,29.2484599589,227.0,164.0,PHI
2005-890,Ho Chi Minh City,Carpet,32,188.0,30.4914442163,111.0,390.0,GER
2005-890,Ho Chi Minh City,Carpet,32,183.0,29.8069815195,89.0,453.0,GER
2005-890,Ho Chi Minh City,Carpet,32,185.0,21.4948665298,75.0,492.0,ARG
2005-890,Ho Chi Minh City,Carpet,32,180.0,22.119096509200002,134.0,311.0,TPE
2005-890,Ho Chi Minh City,Carpet,32,188.0,24.599589322399996,254.0,141.0,ITA
2005-890,Ho Chi Minh City,Carpet,32,185.0,26.8309377139,16.0,1420.0,CZE
2005-890,Ho Chi Minh City,Carpet,32,190.0,30.1136208077,65.0,565.0,FRA
2005-890,Ho Chi Minh City,Carpet,32,185.0,27.425051334699997,103.0,409.0,CZE
2005-890,Ho Chi Minh City,Carpet,32,175.0,25.9794661191,94.0,427.0,GER
2005-890,Ho Chi Minh City,Carpet,32,180.0,30.5106091718,14.0,1455.0,SWE
2005-890,Ho Chi Minh City,Carpet,32,180.0,27.019849418200003,10.0,1727.0,ARG
2005-890,Ho Chi Minh City,Carpet,32,180.0,29.4209445585,91.0,450.0,GER
2005-890,Ho Chi Minh City,Carpet,32,183.0,33.5112936345,93.0,438.0,SWE
2005-890,Ho Chi Minh City,Carpet,32,188.0,30.4914442163,111.0,390.0,GER
2005-890,Ho Chi Minh City,Carpet,32,185.0,21.4948665298,75.0,492.0,ARG
2005-890,Ho Chi Minh City,Carpet,32,185.0,26.8309377139,16.0,1420.0,CZE
2005-890,Ho Chi Minh City,Carpet,32,190.0,30.1136208077,65.0,565.0,FRA
2005-890,Ho Chi Minh City,Carpet,32,180.0,30.5106091718,14.0,1455.0,SWE
2005-890,Ho Chi Minh City,Carpet,32,180.0,27.019849418200003,10.0,1727.0,ARG
2005-890,Ho Chi Minh City,Carpet,32,183.0,33.5112936345,93.0,438.0,SWE
2005-890,Ho Chi Minh City,Carpet,32,185.0,26.8309377139,16.0,1420.0,CZE
2005-890,Ho Chi Minh City,Carpet,32,180.0,30.5106091718,14.0,1455.0,SWE
2005-890,Ho Chi Minh City,Carpet,32,183.0,33.5112936345,93.0,438.0,SWE
2005-890,Ho Chi Minh City,Carpet,32,185.0,26.8309377139,16.0,1420.0,CZE
2005-890,Ho Chi Minh City,Carpet,32,183.0,33.5112936345,93.0,438.0,SWE
2005-416,Rome Masters,Clay,64,188.0,22.672142368200003,3.0,3515.0,USA
2005-416,Rome Masters,Clay,64,180.0,29.853524982899998,50.0,780.0,ESP
2005-416,Rome Masters,Clay,64,183.0,20.0958247775,99.0,421.0,SUI
2005-416,Rome Masters,Clay,64,188.0,21.4620123203,56.0,685.0,ESP
2005-416,Rome Masters,Clay,64,175.0,23.2991101985,11.0,1915.0,ARG
2005-416,Rome Masters,Clay,64,183.0,27.8247775496,30.0,1070.0,GER
2005-416,Rome Masters,Clay,64,188.0,32.6844626968,76.0,513.0,ITA
2005-416,Rome Masters,Clay,64,178.0,32.3942505133,54.0,730.0,FRA
2005-416,Rome Masters,Clay,64,185.0,30.6529774127,6.0,2155.0,GBR
2005-416,Rome Masters,Clay,64,183.0,25.560574948699998,21.0,1265.0,CHI
2005-416,Rome Masters,Clay,64,183.0,27.3237508556,24.0,1211.0,SVK
2005-416,Rome Masters,Clay,64,185.0,23.364818617399997,96.0,426.0,FRA
2005-416,Rome Masters,Clay,64,193.0,26.12183436,14.0,1615.0,CRO
2005-416,Rome Masters,Clay,64,175.0,26.926762491399998,28.0,1130.0,FRA
2005-416,Rome Masters,Clay,64,185.0,18.8720054757,59.0,637.0,FRA
2005-416,Rome Masters,Clay,64,180.0,35.0088980151,9.0,2045.0,USA
2005-416,Rome Masters,Clay,64,188.0,23.8001368925,61.0,616.0,ITA
2005-416,Rome Masters,Clay,64,175.0,26.699520876100003,62.0,614.0,ESP
2005-416,Rome Masters,Clay,64,180.0,24.629705681,58.0,669.0,PER
2005-416,Rome Masters,Clay,64,190.0,21.193702943199998,122.0,356.0,ITA
2005-416,Rome Masters,Clay,64,180.0,30.1081451061,18.0,1293.0,SWE
2005-416,Rome Masters,Clay,64,175.0,23.082819986300002,25.0,1210.0,ESP
2005-416,Rome Masters,Clay,64,183.0,23.6550308008,31.0,1060.0,ITA
2005-416,Rome Masters,Clay,64,175.0,26.3956194387,5.0,2300.0,ARG
2005-416,Rome Masters,Clay,64,185.0,18.9130732375,7.0,2100.0,ESP
2005-416,Rome Masters,Clay,64,198.0,23.780971936999997,85.0,465.0,ROU
2005-416,Rome Masters,Clay,64,185.0,21.0924024641,69.0,565.0,ARG
2005-416,Rome Masters,Clay,64,185.0,27.4332648871,13.0,1675.0,ARG
2005-416,Rome Masters,Clay,64,185.0,26.4284736482,17.0,1330.0,CZE
2005-416,Rome Masters,Clay,64,190.0,25.6728268309,45.0,865.0,ARG
2005-416,Rome Masters,Clay,64,183.0,19.6960985626,101.0,419.0,ESP
2005-416,Rome Masters,Clay,64,193.0,25.2621492129,4.0,3145.0,RUS
2005-416,Rome Masters,Clay,64,188.0,22.672142368200003,3.0,3515.0,USA
2005-416,Rome Masters,Clay,64,188.0,21.4620123203,56.0,685.0,ESP
2005-416,Rome Masters,Clay,64,175.0,23.2991101985,11.0,1915.0,ARG
2005-416,Rome Masters,Clay,64,188.0,32.6844626968,76.0,513.0,ITA
2005-416,Rome Masters,Clay,64,185.0,30.6529774127,6.0,2155.0,GBR
2005-416,Rome Masters,Clay,64,183.0,27.3237508556,24.0,1211.0,SVK
2005-416,Rome Masters,Clay,64,193.0,26.12183436,14.0,1615.0,CRO
2005-416,Rome Masters,Clay,64,180.0,35.0088980151,9.0,2045.0,USA
2005-416,Rome Masters,Clay,64,175.0,26.699520876100003,62.0,614.0,ESP
2005-416,Rome Masters,Clay,64,180.0,24.629705681,58.0,669.0,PER
2005-416,Rome Masters,Clay,64,175.0,23.082819986300002,25.0,1210.0,ESP
2005-416,Rome Masters,Clay,64,175.0,26.3956194387,5.0,2300.0,ARG
2005-416,Rome Masters,Clay,64,185.0,18.9130732375,7.0,2100.0,ESP
2005-416,Rome Masters,Clay,64,185.0,27.4332648871,13.0,1675.0,ARG
2005-416,Rome Masters,Clay,64,185.0,26.4284736482,17.0,1330.0,CZE
2005-416,Rome Masters,Clay,64,183.0,19.6960985626,101.0,419.0,ESP
2005-416,Rome Masters,Clay,64,188.0,21.4620123203,56.0,685.0,ESP
2005-416,Rome Masters,Clay,64,175.0,23.2991101985,11.0,1915.0,ARG
2005-416,Rome Masters,Clay,64,183.0,27.3237508556,24.0,1211.0,SVK
2005-416,Rome Masters,Clay,64,180.0,35.0088980151,9.0,2045.0,USA
2005-416,Rome Masters,Clay,64,175.0,26.699520876100003,62.0,614.0,ESP
2005-416,Rome Masters,Clay,64,175.0,23.082819986300002,25.0,1210.0,ESP
2005-416,Rome Masters,Clay,64,185.0,18.9130732375,7.0,2100.0,ESP
2005-416,Rome Masters,Clay,64,185.0,26.4284736482,17.0,1330.0,CZE
2005-416,Rome Masters,Clay,64,175.0,23.2991101985,11.0,1915.0,ARG
2005-416,Rome Masters,Clay,64,180.0,35.0088980151,9.0,2045.0,USA
2005-416,Rome Masters,Clay,64,175.0,23.082819986300002,25.0,1210.0,ESP
2005-416,Rome Masters,Clay,64,185.0,18.9130732375,7.0,2100.0,ESP
2005-416,Rome Masters,Clay,64,175.0,23.2991101985,11.0,1915.0,ARG
2005-416,Rome Masters,Clay,64,185.0,18.9130732375,7.0,2100.0,ESP
2005-416,Rome Masters,Clay,64,185.0,18.9130732375,7.0,2100.0,ESP
2005-414,Hamburg Masters,Clay,64,185.0,23.750855578400003,1.0,6605.0,SUI
2005-414,Hamburg Masters,Clay,64,196.0,19.6413415469,46.0,801.0,CZE
2005-414,Hamburg Masters,Clay,64,190.0,28.659822039699996,110.0,395.0,BRA
2005-414,Hamburg Masters,Clay,64,180.0,23.022587269000002,16.0,1415.0,ESP
2005-414,Hamburg Masters,Clay,64,175.0,23.318275154000002,8.0,2265.0,ARG
2005-414,Hamburg Masters,Clay,64,183.0,22.8720054757,24.0,1185.0,RUS
2005-414,Hamburg Masters,Clay,64,196.0,21.1088295688,21.0,1255.0,CRO
2005-414,Hamburg Masters,Clay,64,183.0,24.7775496235,23.0,1240.0,CHI
2005-414,Hamburg Masters,Clay,64,193.0,25.2813141684,4.0,3105.0,RUS
2005-414,Hamburg Masters,Clay,64,183.0,25.237508555799998,39.0,905.0,ESP
2005-414,Hamburg Masters,Clay,64,180.0,26.636550308,44.0,875.0,ARG
2005-414,Hamburg Masters,Clay,64,178.0,23.934291581100002,20.0,1285.0,RUS
2005-414,Hamburg Masters,Clay,64,175.0,26.945927447,27.0,1130.0,FRA
2005-414,Hamburg Masters,Clay,64,183.0,27.843942505100003,29.0,1100.0,GER
2005-414,Hamburg Masters,Clay,64,183.0,23.6741957563,31.0,1020.0,ITA
2005-414,Hamburg Masters,Clay,64,188.0,23.633127994499997,26.0,1170.0,ESP
2005-414,Hamburg Masters,Clay,64,185.0,30.672142368200003,9.0,2155.0,GBR
2005-414,Hamburg Masters,Clay,64,193.0,31.671457905500002,45.0,863.0,GBR
2005-414,Hamburg Masters,Clay,64,190.0,25.6919917864,40.0,895.0,ARG
2005-414,Hamburg Masters,Clay,64,193.0,20.733744011,37.0,925.0,SWE
2005-414,Hamburg Masters,Clay,64,193.0,26.1409993155,13.0,1655.0,CRO
2005-414,Hamburg Masters,Clay,64,170.0,26.398357289499998,68.0,566.0,BEL
2005-414,Hamburg Masters,Clay,64,180.0,29.8726899384,64.0,590.0,ESP
2005-414,Hamburg Masters,Clay,64,175.0,26.4147843943,6.0,2370.0,ARG
2005-414,Hamburg Masters,Clay,64,185.0,21.1115674196,62.0,609.0,ARG
2005-414,Hamburg Masters,Clay,64,190.0,30.1327857632,28.0,1115.0,CZE
2005-414,Hamburg Masters,Clay,64,190.0,21.212867898699997,113.0,386.0,ITA
2005-414,Hamburg Masters,Clay,64,185.0,27.4524298426,10.0,1715.0,ARG
2005-414,Hamburg Masters,Clay,64,185.0,26.4476386037,15.0,1420.0,CZE
2005-414,Hamburg Masters,Clay,64,183.0,27.342915811100003,18.0,1331.0,SVK
2005-414,Hamburg Masters,Clay,64,185.0,18.8911704312,56.0,686.0,FRA
2005-414,Hamburg Masters,Clay,64,183.0,25.5797399042,25.0,1175.0,CHI
2005-414,Hamburg Masters,Clay,64,185.0,23.750855578400003,1.0,6605.0,SUI
2005-414,Hamburg Masters,Clay,64,180.0,23.022587269000002,16.0,1415.0,ESP
2005-414,Hamburg Masters,Clay,64,175.0,23.318275154000002,8.0,2265.0,ARG
2005-414,Hamburg Masters,Clay,64,196.0,21.1088295688,21.0,1255.0,CRO
2005-414,Hamburg Masters,Clay,64,183.0,25.237508555799998,39.0,905.0,ESP
2005-414,Hamburg Masters,Clay,64,178.0,23.934291581100002,20.0,1285.0,RUS
2005-414,Hamburg Masters,Clay,64,175.0,26.945927447,27.0,1130.0,FRA
2005-414,Hamburg Masters,Clay,64,183.0,23.6741957563,31.0,1020.0,ITA
2005-414,Hamburg Masters,Clay,64,185.0,30.672142368200003,9.0,2155.0,GBR
2005-414,Hamburg Masters,Clay,64,190.0,25.6919917864,40.0,895.0,ARG
2005-414,Hamburg Masters,Clay,64,170.0,26.398357289499998,68.0,566.0,BEL
2005-414,Hamburg Masters,Clay,64,175.0,26.4147843943,6.0,2370.0,ARG
2005-414,Hamburg Masters,Clay,64,190.0,30.1327857632,28.0,1115.0,CZE
2005-414,Hamburg Masters,Clay,64,190.0,21.212867898699997,113.0,386.0,ITA
2005-414,Hamburg Masters,Clay,64,183.0,27.342915811100003,18.0,1331.0,SVK
2005-414,Hamburg Masters,Clay,64,185.0,18.8911704312,56.0,686.0,FRA
2005-414,Hamburg Masters,Clay,64,185.0,23.750855578400003,1.0,6605.0,SUI
2005-414,Hamburg Masters,Clay,64,175.0,23.318275154000002,8.0,2265.0,ARG
2005-414,Hamburg Masters,Clay,64,178.0,23.934291581100002,20.0,1285.0,RUS
2005-414,Hamburg Masters,Clay,64,183.0,23.6741957563,31.0,1020.0,ITA
2005-414,Hamburg Masters,Clay,64,190.0,25.6919917864,40.0,895.0,ARG
2005-414,Hamburg Masters,Clay,64,170.0,26.398357289499998,68.0,566.0,BEL
2005-414,Hamburg Masters,Clay,64,190.0,21.212867898699997,113.0,386.0,ITA
2005-414,Hamburg Masters,Clay,64,185.0,18.8911704312,56.0,686.0,FRA
2005-414,Hamburg Masters,Clay,64,185.0,23.750855578400003,1.0,6605.0,SUI
2005-414,Hamburg Masters,Clay,64,178.0,23.934291581100002,20.0,1285.0,RUS
2005-414,Hamburg Masters,Clay,64,170.0,26.398357289499998,68.0,566.0,BEL
2005-414,Hamburg Masters,Clay,64,185.0,18.8911704312,56.0,686.0,FRA
2005-414,Hamburg Masters,Clay,64,185.0,23.750855578400003,1.0,6605.0,SUI
2005-414,Hamburg Masters,Clay,64,185.0,18.8911704312,56.0,686.0,FRA
2005-414,Hamburg Masters,Clay,64,185.0,23.750855578400003,1.0,6605.0,SUI
2005-419,Indianapolis,Hard,48,185.0,22.598220397,119.0,367.0,RUS
2005-419,Indianapolis,Hard,48,185.0,27.255304585900003,144.0,294.0,ISR
2005-419,Indianapolis,Hard,48,190.0,30.2751540041,125.0,348.0,FRA
2005-419,Indianapolis,Hard,48,183.0,22.7789185489,98.0,415.0,USA
2005-419,Indianapolis,Hard,48,183.0,30.2970568104,129.0,331.0,SUI
2005-419,Indianapolis,Hard,48,190.0,18.176591375799998,164.0,255.0,GBR
2005-419,Indianapolis,Hard,48,183.0,33.3196440794,103.0,403.0,SWE
2005-419,Indianapolis,Hard,48,193.0,21.3333333333,234.0,163.0,USA
2005-419,Indianapolis,Hard,48,178.0,28.9527720739,78.0,504.0,USA
2005-419,Indianapolis,Hard,48,193.0,22.4777549624,114.0,374.0,ECU
2005-419,Indianapolis,Hard,48,175.0,25.787816564,111.0,381.0,GER
